"year","service_name","department","province","district","category","care_center_name","relational_bond","cases","year.1","service_name.1","department.1","province.1","district.1","category.1","care_center_name.1","age_group","cases.1"
2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","EX_PAREJA",0,2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","6 A 11 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","FAMILIAR",0,2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","12 A 17 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","CONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","18 A 29 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","DESCONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","30 A 59 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","OTROS",0,2019,"CENTRO EMERGENCIA MUJER","LA LIBERTAD","ASCOPE","CHOCOPE","FEMINICIDIO","CHOCOPE","60 A MAS",0
2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","PAREJA",1,2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","0 A 5 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","EX_PAREJA",0,2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","6 A 11 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","FAMILIAR",0,2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","12 A 17 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","CONOCIDO",1,2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","18 A 29 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","DESCONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","30 A 59 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","OTROS",0,2019,"CENTRO EMERGENCIA MUJER","CAJAMARCA","CHOTA","CHOTA","FEMINICIDIO","CHOTA","60 A MAS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","PAREJA",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","0 A 5 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","EX_PAREJA",1,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","6 A 11 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","FAMILIAR",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","12 A 17 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","CONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","18 A 29 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","DESCONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","30 A 59 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","OTROS",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","COMAS","FEMINICIDIO","COMAS","60 A MAS",0
2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","PAREJA",1,2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","0 A 5 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","EX_PAREJA",0,2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","6 A 11 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","FAMILIAR",0,2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","12 A 17 AÑOS",2
2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","CONOCIDO",1,2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","18 A 29 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","DESCONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","30 A 59 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","OTROS",0,2019,"CENTRO EMERGENCIA MUJER","CUSCO","CUSCO","WANCHAQ","FEMINICIDIO","CUSCO","60 A MAS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","PAREJA",2,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","0 A 5 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","EX_PAREJA",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","6 A 11 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","FAMILIAR",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","12 A 17 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","CONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","18 A 29 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","DESCONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","30 A 59 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","OTROS",0,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","EL AGUSTINO","FEMINICIDIO","EL AGUSTINO","60 A MAS",0
2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","PAREJA",0,2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","0 A 5 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","EX_PAREJA",1,2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","6 A 11 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","FAMILIAR",1,2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","12 A 17 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","CONOCIDO",1,2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","18 A 29 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","DESCONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","30 A 59 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","OTROS",0,2019,"CENTRO EMERGENCIA MUJER","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","FEMINICIDIO","HUANCAVELICA","60 A MAS",1
2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","PAREJA",1,2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","0 A 5 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","EX_PAREJA",0,2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","6 A 11 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","FAMILIAR",0,2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","12 A 17 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","CONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","18 A 29 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","DESCONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","30 A 59 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","OTROS",1,2019,"CENTRO EMERGENCIA MUJER","HUANUCO","HUANUCO","AMARILIS","FEMINICIDIO","HUANUCO","60 A MAS",0
2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","PAREJA",0,2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","0 A 5 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","EX_PAREJA",1,2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","6 A 11 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","FAMILIAR",0,2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","12 A 17 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","CONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","18 A 29 AÑOS",1
2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","DESCONOCIDO",0,2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","30 A 59 AÑOS",0
2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","OTROS",0,2019,"CENTRO EMERGENCIA MUJER","ANCASH","HUARAZ","HUARAZ","FEMINICIDIO","HUARAZ","60 A MAS",0
2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","INDEPENDENCIA","FEMINICIDIO","INDEPENDENCIA","PAREJA",1,2019,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","INDEPENDENCIA","FEMINICIDIO","INDEPENDENCIA","0 A 5 AÑOS",0
